time,Temperature,Pressure,pH,Flow,Yield,Quality
2026-06-14 08:00:00,24.124551564631577,1.2763733558293122,7.121822342282832,45.25308240677559,96.77399104831056,98.78855296496258
2026-06-14 08:05:00,24.17050212743508,1.256453032463312,7.111072660448411,44.40994617799318,96.93144572124366,97.88448356919055
2026-06-14 08:10:00,23.84181579740767,1.2602079902213157,7.1156975626677,44.297833276524706,95.78839196594873,97.65630817118355
2026-06-14 08:15:00,24.11030023505264,1.25649724842225,7.1410482267935045,44.06354127694995,95.46832714903269,98.5356262459172
2026-06-14 08:20:00,24.27071858830641,1.2582037885633766,7.166705128728408,46.375897561181695,95.74188282823648,98.26418492826717
2026-06-14 08:25:00,24.009851360101138,1.2269239563634387,7.129419219153198,46.14709954792947,95.66387167722615,97.36363409072776
2026-06-14 08:30:00,24.294889903987393,1.1940373803851325,7.129249174343952,45.088634555318784,95.67648817470904,97.55208233247339
2026-06-14 08:35:00,24.252726251112364,1.262517007775291,7.120646198401306,44.937202094572996,96.04544942747339,98.23199169158214
2026-06-14 08:40:00,23.9455391931091,1.210234134535622,7.176990392713077,43.64711539705388,95.55204956964273,98.09485978881821
2026-06-14 08:45:00,24.147031793650925,1.2446587485597012,7.2048129592353645,45.81666540977881,95.65238766626942,97.97616601931172
2026-06-14 08:50:00,24.12925561733337,1.2325109918178603,7.190342823112731,44.90820611441514,96.31727497287899,97.87966767511975
2026-06-14 08:55:00,24.302181510327728,1.2833227284618824,7.194218730620602,45.76559486000266,94.08488491050838,97.64721268058881
2026-06-14 09:00:00,24.070526769172638,1.232930176837259,7.162721423152456,45.07791452457773,96.33042249933341,97.84078743632841
2026-06-14 09:05:00,23.599941487980626,1.2369846171099843,7.19109813545297,44.945640776281955,95.27187832290939,97.39974123814262
2026-06-14 09:10:00,24.089122182622845,1.2373285555088178,7.19609942306921,44.52235235246625,96.51569882959629,98.4049373283946
2026-06-14 09:15:00,24.15311062115113,1.3030241999404149,7.216490291892772,45.54855558473595,95.51873425105777,97.6774117073993
