time,Temperature,Pressure,pH,Flow,Yield,Quality
2026-06-14 08:00:00,24.124551564631577,1.2763733558293122,,45.25308240677559,96.77399104831056,98.78855296496258
2026-06-14 08:05:00,24.17050212743508,1.256453032463312,,44.40994617799318,96.93144572124366,97.90561032975393
2026-06-14 08:10:00,23.84181579740767,1.2602079902213157,,44.297833276524706,95.78839196594873,97.69856169231032
2026-06-14 08:15:00,24.11030023505264,1.25649724842225,,44.06354127694995,95.46832714903269,98.59900652760734
2026-06-14 08:20:00,24.27071858830641,1.2582037885633766,,46.375897561181695,95.74188282823648,98.34869197052069
2026-06-14 08:25:00,24.009851360101138,1.2269239563634387,,46.14709954792947,95.66387167722615,97.46926789354465
2026-06-14 08:30:00,24.294889903987393,1.1940373803851325,,45.088634555318784,95.67648817470904,97.67884289585368
2026-06-14 08:35:00,24.252726251112364,1.262517007775291,,44.937202094572996,96.04544942747339,98.3798790155258
2026-06-14 08:40:00,23.9455391931091,1.210234134535622,,43.64711539705388,95.55204956964273,98.26387387332525
2026-06-14 08:45:00,24.147031793650925,1.2446587485597012,,45.81666540977881,95.65238766626942,98.16630686438214
2026-06-14 08:50:00,24.12925561733337,1.2325109918178603,,44.90820611441514,96.31727497287899,98.09093528075356
2026-06-14 08:55:00,24.302181510327728,1.2833227284618824,,45.76559486000266,94.08488491050838,97.87960704678599
2026-06-14 09:00:00,24.070526769172638,1.232930176837259,,45.07791452457773,96.33042249933341,98.09430856308897
2026-06-14 09:05:00,23.599941487980626,1.2369846171099843,,44.945640776281955,95.27187832290939,97.67438912546656
2026-06-14 09:10:00,24.089122182622845,1.2373285555088178,,44.52235235246625,96.51569882959629,98.70071197628192
2026-06-14 09:15:00,24.15311062115113,1.3030241999404149,,45.54855558473595,95.51873425105777,97.99431311585
2026-06-14 09:20:00,24.03927361790747,1.2763534681932116,,44.494610247030145,95.97769163897762,97.79536212639448
2026-06-14 09:25:00,24.124884997828854,1.2484932824976194,,43.8667122807314,95.44258602079603,98.14699479275583
2026-06-14 09:30:00,23.75279895615215,1.269226424288956,,45.82906225289122,95.62904248941236,98.37580977333049
2026-06-14 09:35:00,24.296160645829165,1.277413192764882,,44.905379268618475,96.3328110779114,98.53040483252606
2026-06-14 09:40:00,24.042812376557958,1.3100175522448343,,44.5814312533669,96.07267292537001,98.59376420838765
2026-06-14 09:45:00,23.745209963913574,1.2245494112675506,,45.0488375167932,96.91081377474485,97.75830470309305
2026-06-14 09:50:00,23.88151324650603,1.2413311203879376,,45.38938987339145,95.73112768468152,98.32552100609271
2026-06-14 09:55:00,23.990449896721508,1.2396734706316566,,45.96776116741646,95.15208634464646,98.26045432019359
2026-06-14 10:00:00,24.123628888403317,1.2377145338400608,,45.138332733637675,96.05453863675555,97.704709137551
2026-06-14 10:05:00,23.87053163124818,1.2706961969867632,,44.79457312302457,96.19266808601493,98.42840494549206
